id_str,username,screen_name,created_at,friends_count,followers_count,favourited_count,statuses_count,full_text,description,text_created_at,text_favourites_count,text_retweets_count,label
1.36E+18,YuniMarisa1,Yuni Marisa,Tue Feb 02 16:52:32 +0000 2021,1,2,10,853,"Jokowi Peduli Negeri Ayo ! Segera Vaksin Booster, Ini Manfaatnya ! https://t.co/SbxSzP9Sue",,Sat Jul 23 02:54:39 +0000 2022,0,0,1
1.47E+18,Nuank_LB,Nuank elbE,Sun Dec 05 13:13:07 +0000 2021,224,263,3483,2262,"""Makin pudar persatuan kita. Indonesia hanya akan menjadi cerita di masa lalu dalam ensiklopedia"" - AHY - https://t.co/jOohmG0qAr #DemokratBersamaRakyat AHY Pemimpin Perubahan","Say Not To Hoaks || Anti BuzzerRP || 
Muda Adalah Kekuatan 💙",Tue Aug 02 08:13:08 +0000 2022,2,1,1
1.27E+18,1Netiszen,Netiszen,Sat Jun 06 09:47:56 +0000 2020,13,50,64,179,Nathalie Holscher Resmi Gugat Cerai Sule🔥😱‼️ CURHATAN PUTRI DELINA JADI ... https://t.co/sX39nlP9Rd via @YouTube Natalie sule cerai delina podcast Arawinda Bechi Putdel Jeff Jombang #TangkapAbuJanda https://t.co/ZmOEd2BuCT,NEWS VIRAL TRENDING,Thu Jul 07 15:51:47 +0000 2022,0,1,1
1.55E+18,DiaraErfan,Erfan Diara,Wed Jul 13 08:28:01 +0000 2022,6,0,0,62,"Bharat Biotech mengatakan respons imun menurun pada enam bulan tetapi meningkat 40 kali lipat pada subjek yang menerima dosis booster. 
Jokowi Peduli Negeri",,Sat Jul 23 06:06:49 +0000 2022,0,0,1
1.41E+18,DwiputriTarik,Tarik Dwiputri,Wed Jun 16 15:28:56 +0000 2021,18,1,34,45,"@JawaGrd @prabowo @Gerindra Top nih, Pak Prabowo teratas dalam elektabilitas menjadi capres dibanding nama lain dengan capaian 25,08 %.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",😊,Wed Jul 20 08:25:12 +0000 2022,0,0,1
1.54E+18,tatapratiwi_1,Tata Pratiwi,Tue Jun 14 13:00:28 +0000 2022,226,312,2,392,Segera booster. Jokowi peduli Negeri https://t.co/O3X2BCYyYn,#BTS,Sat Jul 23 02:32:33 +0000 2022,1,0,1
1.30E+18,pempekbecuko__,24/7 🦄,Thu Aug 27 10:32:30 +0000 2020,1542,1574,758,1446,"Rekomendasi kaos oversize yang beneran kyuteee banget, bahannya cotton combed 30s, jadi beneran halus nyaman 💗✨

Nikmir Kebal Hukum • Malam Jumat • Arafah • Johnny • 770 Ribu • Ribka • Busan • Jaebeom #TangkapAbuJanda https://t.co/pU02IYjxTG","aku sungguh mencintai pacarku, tapi jujur aku mencintai hendery sedikit lebih ☁️",Thu Jul 07 13:45:11 +0000 2022,14,0,1
774972090,AdhekJefry,adhek_jefry,Thu Aug 23 02:25:59 +0000 2012,57,1,1,30,Warganet Perlu Aktif Tangkal Radikalisme di Medsos. Rakyat Rasakan Kemajuan https://t.co/isFQOHaIFf,,Sun Jul 10 05:24:38 +0000 2022,0,0,1
308092455,bcaz15,Brett Casavant,Mon May 30 20:26:55 +0000 2011,101,70,19,326,"Vaksin Booster Terbukti Tingkatkan Kekebalan terhadap Virus Corona
https://t.co/EKYfQFGi3e. Jokowi Peduli Negeri",,Sat Jul 23 03:05:13 +0000 2022,0,0,1
1.54E+18,Syifanaim2,Syifanaim,Sat Jun 18 22:47:38 +0000 2022,18,1,13,149,"@Joroy03 Dukung percepatan vaksinasi demi terciptanya Herd Immunity., Jokowi Peduli Negeri",,Sat Jul 23 06:24:32 +0000 2022,0,0,1
80909427,m_ANGGA_ra,A. Manggara Putra,Thu Oct 08 18:26:05 +0000 2009,517,743,92,29439,"Tunggu apalagi, belanja murah di https://t.co/eTJaH4ifpZ

#TangkapAbuJanda #TangkapHelmiFelis #MalaysiaMasters2022 #MalaysiaMaster2022 #NataliePortman https://t.co/URhniI8O3w","Keenan's dad |  Dreamer | this is my twitter I write what I want, don't like it? Unfollow me",Thu Jul 07 14:00:01 +0000 2022,0,0,1
241741168,mart_april25yah,marcwinjoe Concepion,Sun Jan 23 01:26:16 +0000 2011,27,3,0,100,"Musuh Kita Bukan Papua, tapi KKB!
Jokowi Peduli Negeri
https://t.co/BEDGRnrlBO. https://t.co/q7kofMI433",,Sat Jul 23 05:31:31 +0000 2022,0,0,1
1.53E+18,SiskaRika666,SiskaRika,Tue Jun 07 02:08:40 +0000 2022,4,0,0,332,"Cek dah
Jokowi Peduli Negeri https://t.co/7brWdtxDOj",Bruuuhh....☕,Sat Jul 23 02:54:19 +0000 2022,0,0,1
1.55E+18,Putrisexx1,vinessa sexx,Fri Jul 15 14:43:29 +0000 2022,0,30,35,19,Pemimpin Pemersatu Bangsa   Gak bisa tidur yang mau croot wa cek bio aja ya https://t.co/gmhLdLfkb6,OPEN VCS BRTARIF https://t.co/286XMWpZVY,Mon Jul 18 20:05:50 +0000 2022,13,4,1
1.43E+18,SinobiRiska,Riska sinobi,Wed Aug 18 03:07:28 +0000 2021,18,3,43,42,"@AMT_Riau @prabowo @Gerindra Terbukti nih, PakPrabowo yang saat ini menduduki jabatan sebagai Menhan mendapat kepercayaan pemilih yg luar biasa.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",D,Wed Jul 20 08:41:16 +0000 2022,0,0,1
1.46E+18,YepryR,Yepry Rinaldi - Banten,Mon Nov 15 17:41:00 +0000 2021,1058,416,22,203,Negara ini perlu perbaikan dan perubahan. Semangat perbaikan dan perubahan hendaknya harus selalu  ada dalam setiap diri kader Demokrat. Harus selalu ada dalam setiap perjuangan Demokrat. Ricky Kurniawan https://t.co/te7fpLGmGB #DemokratBersamaRakyat AHY Pemimpin Perubahan,Partai Demokrat,Tue Aug 02 09:16:08 +0000 2022,0,0,1
105991307,mita_cemotz,Mita Cemotz,Mon Jan 18 04:31:53 +0000 2010,184,59,153,2187,"🧺 https://t.co/G3yUWxgXOT
#lowongankerja 🔞 #SANGE_AAAAAAAAAA 🔞 #TurunkanRajaNgibul 🔞 Kominfo 🔞 pemimpin pemersatu bangsa 🔞 Riki https://t.co/DFi4Uu2PXQ",As you Wish,Tue Jul 19 04:51:00 +0000 2022,0,0,1
1.36E+18,DesiRahayuPutr1,Desi Rahayu Putri,Wed Feb 03 17:08:46 +0000 2021,11,1,86,159,"@r_amdhann Cegah naiknya varian baru vaksinasi terus digalakkan

Rakyat Rasakan Kemajuan",Naughtea,Sun Jul 10 05:05:08 +0000 2022,0,0,1
1.40E+18,jessicaayuuuu,jessica ayu,Tue Jun 08 02:31:30 +0000 2021,24,5,64,60,"@SG_Sumsel @prabowo @Gerindra Kita semua melangkah bersama Pak Bowo capres 2024.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",your bio,Wed Jul 20 08:39:04 +0000 2022,0,0,1
1025511860,jopang_,Jody Pangestu,Fri Dec 21 02:55:21 +0000 2012,109,651,19282,21350,"BRIN mengakui kinerja @KemenBUMN di tangan Erick Thohir dalam menciptakan lapangan kerja.

Program KIR berpotensi menyerap 32,1jt tenaga kerja.

Mantapp!

#BangkitBersamaET https://t.co/5a5x1IGqLT",baik.,Sat Jul 09 10:36:41 +0000 2022,12,11,1
1.50E+18,karlinap124,Putri Karlina,Mon Feb 28 06:46:01 +0000 2022,257,189,209,429,Saya dukung pembentukan DOB mantap👍 Rakyat Rasakan Kemajuan https://t.co/uYY7i7u0q7,"Perempuan yang suka travelling ☀😘🌈

🇮🇩🇮🇩INDONESIA SELALU DI HATI🇮🇩🇮🇩",Sun Jul 10 03:25:53 +0000 2022,0,0,1
1.55E+18,Araaraa1889,Ara,Thu Jul 07 16:29:59 +0000 2022,3,40,65,61,"Siang Pemimpin pemersatu bangsa ngurusin org Hamil , mending Open Vcs  bareng dewi aja wa cek bio ! ga bikin
#SaldoKaget https://t.co/nJyURBrl65
#SANGE_AAAAAAAAAA https://t.co/MMmELm87EA","VCS TERPERCAYA AVAILABLE TRUST 💯 No Ribet-Ribet Langsung ENAK💸💸
Hub⏬🫧🐊",Tue Jul 19 04:33:55 +0000 2022,11,7,1
1.36E+18,yohana97702180,yohana,Wed Feb 03 20:27:23 +0000 2021,39,30,2,786,"Bandung Hari Ini Berlaku Wajib Vaksin Booster di Ruang Publik
Rakyat Rasakan Kemajuan
https://t.co/P7HUuWe5OR","Sioo Ahhhh, kam Andalan",Sun Jul 10 04:52:41 +0000 2022,0,0,1
1.21E+18,mulangngaji,Habibi Ya Rasulullah,Wed Dec 18 04:37:02 +0000 2019,12,2010,309,1129,"kasih tau satu saja,,,🥰

•

Hamil Laut Bercerita Fadia Pemimpin Pemersatu Bangsa Korsel Unpad Maksa #IkatanCintaEp801 https://t.co/cMkWjiifIf",https://t.co/wqzmUfG3XV,Mon Jul 18 23:48:18 +0000 2022,0,0,1
1.55E+18,arasexs1,Ara_sexs,Mon Jul 18 13:11:59 +0000 2022,1,9,3,4,rank 1 pemimpin pemersatu bangsa vcs berbayar ready wa cek bio https://t.co/D6h1mMXE1Q,PEMUAS ONLINE VCS : BISA REQUEST HIJAB WA HUB:082190493625,Mon Jul 18 16:57:54 +0000 2022,41,15,1
1.42E+18,AchaziaChrista1,Achazia Christabel Jocelyn,Fri Jul 30 03:35:42 +0000 2021,24,1,51,54,"@SG_Sumsel @prabowo @Gerindra Pak Prabowo Kita pasti mendukung Bapak.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 07:48:08 +0000 2022,0,0,1
2401302876,Inf0Papua,info Papua,Fri Mar 21 09:51:41 +0000 2014,143,6,6,92,Waspada Ancaman KSTP di Provinsi Baru Papua. Rakyat Rasakan Kemajuan https://t.co/VTLiUn9S7n,,Sun Jul 10 05:50:01 +0000 2022,0,0,1
1.53E+18,baqulsosis,Baqulsosis,Sat May 28 16:24:56 +0000 2022,1,0,1,374,Puan Maharani mengingatkan bahwa pemilu 2024 bukan ajang memecah belah bangsa. https://t.co/3iCVNOStWo Mega Usung Puan,Cuma bakul sosis,Thu Jul 21 16:29:38 +0000 2022,0,0,1
1.36E+18,YanuarZaraa,Zaraa Yanuar,Wed Feb 03 14:12:47 +0000 2021,8,1,87,167,"@r_amdhann Cegah naiknya varian baru vaksinasi terus digalakkan

Rakyat Rasakan Kemajuan",Suka Indonesia,Sun Jul 10 04:35:48 +0000 2022,0,0,1
1.41E+18,situbondoPD,demokratsitubondo,Fri Jul 09 04:25:47 +0000 2021,42,128,712,1372,"SBY Didampingi AHY Terima Presiden Timor Leste, Beri Lukisan Tema Laut https://t.co/pR4m6mu0B8 #DemokratBersamaRakyat AHY Pemimpin Perubahan",Media Informasi DPC Partai Demokrat Kabupaten Situbondo - Jawa Timur,Tue Aug 02 11:09:50 +0000 2022,0,0,1
1.53E+18,EmmyChloe99,Emmy Chloe,Tue Jun 07 02:37:03 +0000 2022,5,0,0,332,"Baca nih
Jokowi Peduli Negeri https://t.co/OcH6FkZVtc",Nice To Meet You!,Sat Jul 23 02:53:58 +0000 2022,0,0,1
1.32E+18,musyansah,Musyansah,Thu Oct 22 12:18:25 +0000 2020,174,117,58,1403,"Kepala BNPT: Jaga Semangat Generasi Muda agar Tidak Disorientasi
https://t.co/fiUw53XCYh Jokowi Peduli Negeri",Tiada Henti Berjuang,Sat Jul 23 04:16:37 +0000 2022,0,0,1
109230368,jorz_gie,jorghy deztra,Thu Jan 28 11:12:58 +0000 2010,2,3,0,592,"Mahfud Md: Musuh Kita Bukan Papua, tapi KKB!

Jokowi Peduli Negeri
https://t.co/re6HA095af.",,Sat Jul 23 03:13:08 +0000 2022,0,0,1
1.53E+18,wataryuduing21,wataryuduing21,Tue Jun 07 01:55:14 +0000 2022,5,0,0,260,Dihentikan karena Jokowi Peduli Negeri https://t.co/dYJ8X2tjhn,nothing special just take a moment,Sat Jul 23 03:04:48 +0000 2022,0,0,1
1.41E+18,kimjongkokdiWC,Kim Jongkok Di WC,Sat Jul 10 11:57:16 +0000 2021,5,1,12,226,Vaksin Booster menjadi perlindungan utama menghadapi kenaikan kasus Covid-19. Jokowi Peduli Negeri https://t.co/SzqwrR5Yu1,,Sat Jul 23 02:17:52 +0000 2022,0,0,1
1.42E+18,plwhemvvzhihny,Sydney,Tue Aug 03 19:56:42 +0000 2021,14,79,7,254,"SEMIFINAL PIALA PRESIDEN
PSS VS BORNEO JAM 20.30 WIB
https://t.co/oD3mePVJ3Y
KLIK TULISAN *TONTON DISINI* UNTUK MENONTON
#PSSday Jombang #TimnasIndonesia #MalaysiaMasters2022 #PialaPresiden2022 Arema RIP Legend Nikmir kebal hukum Natalie bechi #TangkapAbuJanda #TangkapHelmiFelis",,Thu Jul 07 13:34:09 +0000 2022,1,0,1
1.53E+18,CaryneChandra,Caryne Chandra,Thu Jun 09 03:47:46 +0000 2022,157,130,139,206,"Pemerintah Gandeng JICA Jadi Konsultan Pengawas Pembangunan IKN

#PesonaIndonesia indonesia #IKN WELCOME TO SVT #LangkahTepatKapolri Semangat Jaga Obyektifitas #เตนิวจ๋าโพก้า4ขวบแล้ว Cibubur jokowi prabowo akrab Pemimpin Pemersatu Bangsa Cegah Penularan Covid https://t.co/eIynHdmpmX",Jogja,Tue Jul 19 04:44:52 +0000 2022,1,1,1
1.50E+18,LakyRico,JAMUSLOT,Fri Feb 25 11:27:14 +0000 2022,4,1,1,41,"DAFTAR DISINI &gt;&gt;&gt; https://t.co/EMe4nbWvwi

#SANGE_AAAAAAAAA
Nikita Mirzani
#CopotJugaFadil
#malamjumat
mega usung puan
Trending in Indonesia
#PelukanFadil
#โอมนนน
Snoop Dogg
#LaptopDariShopee https://t.co/jDAvA9d37l","Hadiah pasaran togel, Tanpa Diskon dan hadiah FULL :
🔥  4D 1000 X 10.000.000 JUTA
🔥  3D 1000 X 1.000.000 JUTA
🔥  2D 1000 X 100.000 RIBU",Thu Jul 21 14:11:10 +0000 2022,0,0,1
1.37E+18,RizkiAstuti11,Rizki Astuti,Tue Mar 02 11:27:00 +0000 2021,61,14,1469,1441,"vaksin booster dan prokes menjadi pelindung utama menghadapi kenaikan kasus covid-19
Jokowi Peduli Negeri https://t.co/AC0P6bcZrH","Bersyukur adalah kunci kebahagiaan

Tag #kaltengfollback",Sat Jul 23 04:21:55 +0000 2022,1,0,1
1.53E+18,idncash_ofc,IDNCASH OFFICIAL,Wed Jun 01 13:05:38 +0000 2022,0,3,262,332,"Result SINGAPORE POOLS, Kamis 07 Juli 2022
PRIZE 1  : 7290
Shio  : AYAM
☑️ Link🌐 https://slotonline*rest ( Bintang diganti titik )

#IDNCash #IDNTogel #togelsingapore #angkatogel #situsjudionlineasia
#RestInPeace #Sule #Jombang #Putdel #Arafah
#Bechi #TangkapAbuJanda #Sore https://t.co/mJq4sbfN9O","Contact Us :
Whatsapp : https://t.co/LY2I3vYYub
Telegram   : https://t.co/VFz1Plty8v
Channel    : https://t.co/PCb7V0EDxC",Thu Jul 07 12:15:45 +0000 2022,0,0,1
433486992,safer_kirkuk,سفير كركوك,Sat Dec 10 16:42:50 +0000 2011,1,61,0,240,"@TamaraSukma Airlangga: kasus covid-19 naik sedikit, pemerintah antisipasi dengan gencarkan vaksinasi ketiga. Rakyat Rasakan Kemajuan",ابحث عن علاقه,Sun Jul 10 05:13:08 +0000 2022,0,0,1
1.42E+18,EddyDaud5,Eddy Daud,Sat Jul 24 21:39:22 +0000 2021,49,2,39,39,"@SG_Sumsel @prabowo @Gerindra Pak Bowo Kami siap pilih Bapak.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:42:45 +0000 2022,0,0,1
1.53E+18,madjohn567,mad John56,Tue Jun 07 01:49:53 +0000 2022,5,0,2,170,Kecam aksi Jokowi Peduli Negeri https://t.co/2GCvMb1gCG,cmon bro let me rest,Sat Jul 23 03:00:23 +0000 2022,0,0,1
2376674665,JUANGGyel,JUANG FerNadez gyel,Fri Mar 07 06:14:58 +0000 2014,6,2,0,198,"@RDeyuna Presiden Kita Dibully Setiap Detik
Jokowi Peduli Negeri
https://t.co/Rjfcz6mWqr",,Sat Jul 23 05:14:01 +0000 2022,0,0,1
1.54E+18,SiOtakDungu,1 Januari 1970,Sat Jul 02 17:05:24 +0000 2022,211,16,302,56,"Dua kanguru beradu pukulan keras saat mereka terlibat perkelahian terekam dalam video di luar ibu kota Australia, Canberra.
-
Kira2 ngeributin apaan yak 🤭
-
#BreakingNews 
#KM50RekayasaPenguasa
-
[ Minggu Besok Senin Islamphobia ]
https://t.co/bW7KYXudha",Si dungu itu jahat sekali memporak porandakan tatanan masyarakat  📣,Sun Jul 17 18:01:13 +0000 2022,1,0,1
1.32E+18,putri99bangsa,putri99bangsa,Mon Oct 26 13:43:50 +0000 2020,345,108,296,348,"Vaksin Booster Jadi Syarat Perjalanan, Menkes Budi Sebut Paling Ampuh Buat Masuk Mal
Jokowi Peduli Negeri https://t.co/6Q4Hv0h7ub",#JalinPersatuan #IndonesiaTanpaRasis ITR018 🇮🇩,Sat Jul 23 02:21:14 +0000 2022,0,0,1
1.53E+18,MagdalenaZulae1,Magdalena Zulaeha,Thu Jun 09 03:30:09 +0000 2022,112,77,46,81,"Pemerintah Kembangkan Labuan Bajo Sebagai Destinasi Prioritas 

#NKRISemakinBerjaya #labuanbajo Selamat Hari Anak Nasional #12yearsofonedirection Indonesia Maju Anak Terlindungi Pemain Terbaik Jokowi Peduli Negeri ready for blackpink Dia 10 ERHA #เราจะได้เจอบะบิวแล้ว https://t.co/ChaoKJsIdH",MAKASAR,Sat Jul 23 06:00:01 +0000 2022,1,1,1
1.36E+18,ElinaAzkia,Elina Azkia,Tue Feb 02 12:58:14 +0000 2021,339,286,617,550,"Bersinergi Menghalau Paham Radikal Demi Keutuhan NKRI
Jokowi Peduli Negeri https://t.co/LA0iqcZc2K",Pecinta Bunga 🌻🌺🌹🌷🌼💐,Sat Jul 23 02:25:31 +0000 2022,1,0,1
1.40E+18,tetapnkri17,Tetap NKRI,Sat May 29 04:41:15 +0000 2021,267,151,690,1795,Satgas Covid-19 Jangan Kendurkan Disiplin Prokes Jokowi Peduli Negeri https://t.co/McCRNqnCsU,Tetap mejaga keutuhan Indonesia 🇮🇩,Sat Jul 23 02:55:29 +0000 2022,1,0,1
122296793,_bukankamu_,putri jingga,Fri Mar 12 07:05:28 +0000 2010,271,189,101,4053,"Kartu Prakerja Gelombang 36 Sudah Dibuka? Jangan Sampai Ketinggalan Biar Dapat Rp3,55 Juta https://t.co/cvqCRj1pfQ
#KartuPrakerja #KartuPrakerjaGelombang36 Jombang MSAT Sule Ponpes Arawinda #TangkapAbuJanda #TangkapHelmiFelis kemenag ri Indonesia Anies #AdaApaDenganGojek",I'm precious!!,Fri Jul 08 03:15:55 +0000 2022,0,0,1
1.54E+18,Memeyhot1,Memeyhot,Thu Jun 30 11:43:41 +0000 2022,0,85,151,57,Pemimpin pemersatu bangsa hamil enaknya vcs cek bio yaa beb https://t.co/DT29zk4EMO,melayani vcs real info tarif https://t.co/lmZQijQ2Aw,Mon Jul 18 21:07:45 +0000 2022,17,2,1
1.55E+18,crigis_lah,Dora Youhart,Sun Jul 10 18:51:32 +0000 2022,44,4,19,32,"🗣 Jodoh memang enggak ke mana. Tapi saingannya di mana-mana.
#lowongankerja 🔞 #crigislah 🔞 #TurunkanRajaNgibul 🔞 Kominfo 🔞 pemimpin pemersatu bangsa 🔞 Riki https://t.co/LNwnG9gi3s",Follow me 🚸,Tue Jul 19 01:02:37 +0000 2022,0,0,1
1.48E+18,10_ferari,Ferari 10,Tue Dec 28 14:18:31 +0000 2021,30,0,0,202,"DOB wujudkan kesejahteraan masyarakat di Bumi Cendrawasih.

Jokowi Peduli Negeri https://t.co/i9fYF6UX76",Satu Hati,Sat Jul 23 03:27:39 +0000 2022,0,0,1
1088144288,RAMujiyono,Mas MUJI,Mon Jan 14 05:58:12 +0000 2013,3978,15544,31751,24983,"Ada beberapa target yang harus kami capai, seperti memenangi pileg, menangkan AHY sebagai Presiden &amp; menangkan Pilkada Kota Bekasi 2024. Namun, pada intinya kami siap membangun demokrasi dan Kota Bekasi. https://t.co/TmdhFn2IxK #DemokratBersamaRakyat AHY Pemimpin Perubahan",Official Account Ketua DPD Partai Demokrat Prov DKI Jakarta | Ketua Komisi A DPRD Prov DKI Jakarta | Nasionalis Religius | Mantan Auditor | Tidak Pakai Admin,Tue Aug 02 09:38:50 +0000 2022,20,5,1
1.41E+18,Mediapolitik31,Mediapolitik3,Thu Jul 08 06:12:25 +0000 2021,142,121,188,458,"Mari dukung
Jokowi Peduli Negeri https://t.co/3HalOQbTtO",Berjuang,Sat Jul 23 03:49:02 +0000 2022,0,0,1
2733754544,AHYm4nt4bb,𝗔𝗛𝗬 𝗠𝟰𝗡𝗧𝟰𝗕,Fri Aug 15 05:36:21 +0000 2014,762,1202,1420,6404,AHY Siap Pimpin perubahan https://t.co/6v5SHD8RBU #DemokratBersamaRakyat AHY Pemimpin Perubahan,"Bersama kita kuat
Bersatu kita Bangkit
#MudaAdalahKekuatan",Tue Aug 02 08:56:45 +0000 2022,0,0,1
1.53E+18,BeritaNusantar,Berita Nusantara,Mon Jun 06 14:51:19 +0000 2022,760,544,112,139,"Indonesia berharap dapat meningkatkan jumlah ekspor ke Timur Tengah setelah penandatanganan pakta ekonomi dengan UEA.

Follow @BeritaNusantar 

#kpintwitterspace #HidupBerkahDenganSyariah #TangkapAbuJanda #AdaApaDenganGojek #WeWantGaramBack #videnistmenggeboi #BLINKSelcaDay https://t.co/AiBmZ9Uf7F","NKRI Harga Mati
Joko Widodo RI 1 🇮🇩🇮🇩🇮🇩🇮🇩",Fri Jul 08 01:01:32 +0000 2022,0,0,1
1.55E+18,EdraniaRika,Rika Edrania,Wed Jul 13 06:11:49 +0000 2022,5,0,0,28,"Maka dengan tegas dirinya menyatakan sangat menyambut baik keputusan Pemerintah untuk mengesahkan tiga Provinsi baru yang terdapat di Papua.
Jokowi Peduli Negeri",,Sat Jul 23 05:33:27 +0000 2022,0,0,1
1.43E+18,ifaaa_putri,putri_ifaa,Tue Aug 17 09:06:59 +0000 2021,19,4,49,55,"@AMT_Sumsel @prabowo @Gerindra Kami satu langkah Pak Prabowo capres 2024.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",I,Wed Jul 20 08:00:14 +0000 2022,0,0,1
1.50E+18,angkasaderian,rian,Wed Mar 02 07:11:13 +0000 2022,21,0,5,6,"@ibpjateng @prabowo @Gerindra Fakta nih, MenhanPrabowo yang saat ini menjadi posisi jadi Menhan mendapat keyakinan masyarakat yang signifikan.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 07:46:23 +0000 2022,0,0,1
1.41E+18,BagasPriatno,Bagas Priatno,Mon Jul 12 04:57:16 +0000 2021,37,0,31,48,"@Psadt_lampung @prabowo @Gerindra Pak Bowo Kita selalu mendukung Bapak.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:09:57 +0000 2022,0,0,1
1.53E+18,CaesarianaDima1,Caesariana Dimarzio,Tue Jun 07 15:57:53 +0000 2022,209,131,36,86,"Indonesia berharap dapat meningkatkan jumlah ekspor ke Timur Tengah setelah penandatanganan pakta ekonomi dengan UEA.

Follow @CaesarianaDima1 

#kpintwitterspace #HidupBerkahDenganSyariah #TangkapAbuJanda #AdaApaDenganGojek #WeWantGaramBack #videnistmenggeboi #BLINKSelcaDay https://t.co/g68GaE3570",Cinta Dan Benci Bagaikan Dua Sisi Dalam Sebuah Koin,Fri Jul 08 01:02:45 +0000 2022,1,0,1
1.41E+18,Devie_meongs2,vcs real,Thu Jun 24 19:02:06 +0000 2021,2,1418,256,748,"devie open vcs chatseks
ragu?test real
Hamil pemimpin pemersatu bangsa

#vcs #vcsbugil #vcscolmek #vcsreal #vcscrot #chatseks #SANGE_AAAAAAAAAA https://t.co/l2hEDicWkv","akun @devie_meongs

line= devie_meongs1
telegram= devie_meongs",Mon Jul 18 20:43:18 +0000 2022,10,4,1
1.41E+18,AfriHaritu,Haritu afri,Mon Jun 21 21:37:07 +0000 2021,44,0,33,33,"@KalbarKabar @prabowo @Gerindra Bener sih, @prabowo menjadi salah satu poros penting penentu bentuk koalisi partai yg siap jelang Pemilu. @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",B aja,Wed Jul 20 07:47:53 +0000 2022,0,0,1
802448006,OuhhAneskecik,Danis,Tue Sep 04 13:42:20 +0000 2012,701,237,76,562,"Vaksin Booster menjadi perlindungan utama menghadapi kenaikan kasus Covid-19
Jokowi Peduli Negeri https://t.co/ga630QG9ca",,Sat Jul 23 04:00:50 +0000 2022,0,0,1
589997125,SartonoHutomo,Sartono Hutomo,Fri May 25 13:30:56 +0000 2012,153,8736,107627,122011,"SBY Didampingi AHY Terima Presiden Timor Leste, Beri Lukisan Tema Laut https://t.co/5DoKGxBpfW #DemokratBersamaRakyat AHY Pemimpin Perubahan",Sartono Dulur Dhewe,Tue Aug 02 08:21:22 +0000 2022,1,1,1
1.55E+18,real_saqilla,saqilla,Fri Jul 15 13:36:37 +0000 2022,0,1,12,13,"Tren:pagii BREAKING NEWS Tidur Pemimpin Pemersatu Bangsa Hamil!
Ready vcs crot info rr cek wa 
#SANGE_AAAAAAAAAA https://t.co/kD9RsoCpVf",Menikmati vidio call sex dalam suatu kenikmatan di suatu suasana💯,Mon Jul 18 21:18:39 +0000 2022,2,0,1
1.48E+18,LalaStargazing1,JUAL NETFLIX & APLIKASI PREMIUM,Mon Jan 03 07:30:58 +0000 2022,6,11,1,342,"Rakyat Rasakan Kemajuan
sapi dita idul adha sapi ahmad https://t.co/iRuvFhv7CE",testimoni ada di pin🤍 wa for fast respon gengs❤️‍🔥 wa ada di link,Sun Jul 10 05:31:07 +0000 2022,0,0,1
1.41E+18,KhansaNurul4,Khansa Nurul,Tue Jun 29 02:07:11 +0000 2021,31,0,22,17,"@Angmudakaltara @prabowo @Gerindra Mantab banget, Pak Bowo unggul dalam elektabilitas menjadi capres dibanding tokoh lainnya dengan capaian 25,08 %.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:51:36 +0000 2022,0,0,1
1.53E+18,kabarindonesi17,kabarindonesia,Mon Jun 06 07:23:28 +0000 2022,404,130,135,147,"Pada peringatan Hari Keluarga Nasional (Harganas) ke-29 di kota Medan, Jokowi tampak menggunakan Baju Adat Toba, pakaian adat Sumatera Utara.

https://t.co/JnwdHE8rjT

#AdaApaDenganGojek #WeWantGaramBack 
#AnjayRupiah15Ribu  #SikatGigiBareng 
#TangkapHelmiFelis #TangkapAbuJanda https://t.co/kWkzmzVvXu",Informasi seputar politik,Fri Jul 08 03:21:26 +0000 2022,0,0,1
1.54E+18,LaurenNunamak18,Laurensia,Mon Jul 04 12:20:34 +0000 2022,5,0,11,204,"@sadidawoaini Semoga IKN jadi batu loncatan untuk Indonesia yang lebih maju !

Jokowi Peduli Negeri",,Sat Jul 23 02:23:27 +0000 2022,0,0,1
1.53E+18,Thermogrey73,room officer,Tue Jun 07 01:38:51 +0000 2022,4,0,0,171,Kami mengecam Jokowi Peduli Negeri https://t.co/Jq3Ab59kA0,become watchdoge,Sat Jul 23 03:03:14 +0000 2022,0,0,1
